Season,Episode,fear,anger,trust,surprise,positive,negative,sadness,disgust,joy,anticipation
season-01,e1-Winter is Coming,0.0880281690140845,0.0598591549295774,0.1426056338028169,0.0492957746478873,0.1866197183098591,0.1593309859154929,0.0845070422535211,0.0669014084507042,0.0721830985915493,0.090669014084507
season-01,e10-Fire and Blood,0.0932594644506001,0.0600184672206832,0.1209602954755309,0.0535549399815327,0.185595567867036,0.1643582640812557,0.0849492151431209,0.064635272391505,0.0729455216989843,0.0997229916897507
season-01,e2-The Kings Road,0.0990615224191866,0.0667361835245047,0.1334723670490094,0.0479666319082377,0.1929092805005213,0.1720542231491136,0.0698644421272158,0.0583941605839416,0.0782064650677789,0.08133472367049
season-01,e3-Lord Snow,0.0956761729530818,0.0689972401103955,0.1315547378104875,0.0469181232750689,0.1665133394664213,0.1793928242870285,0.078196872125115,0.0671573137074517,0.078196872125115,0.0873965041398344
season-01,e4-Cripples Bastards and Broken Things,0.1005586592178771,0.057462090981644,0.1380686352753392,0.0454908220271348,0.189146049481245,0.160415003990423,0.077414205905826,0.0590582601755786,0.0782122905027933,0.0941739824421388
season-01,e5-The Wolf and The Lion,0.1029411764705882,0.0698529411764705,0.150735294117647,0.0419117647058823,0.1720588235294117,0.175,0.0742647058823529,0.0602941176470588,0.0705882352941176,0.0823529411764705
season-01,e6-A Golden Crown,0.0980187695516162,0.072992700729927,0.145985401459854,0.0354535974973931,0.2304483837330552,0.1449426485922836,0.0656934306569343,0.0573514077163712,0.0698644421272158,0.0792492179353493
season-01,e7-You Win or You Die,0.0895390070921985,0.0638297872340425,0.1737588652482269,0.0496453900709219,0.1861702127659574,0.150709219858156,0.0638297872340425,0.0629432624113475,0.0664893617021276,0.0930851063829787
season-01,e8-The Pointy End,0.0990237099023709,0.0704323570432357,0.1457461645746164,0.0453277545327754,0.1743375174337517,0.1715481171548117,0.0753138075313807,0.0697350069735007,0.0669456066945606,0.0815899581589958
season-01,e9-Baelor,0.0971540726202159,0.0696761530912659,0.1305201177625122,0.0520117762512266,0.1717369970559372,0.1844946025515211,0.0824337585868498,0.0471050049067713,0.0804710500490677,0.0843964671246319
season-02,e1-The North Remembers,0.0829090909090909,0.0574545454545454,0.144,0.0421818181818181,0.208,0.1658181818181818,0.0763636363636363,0.0661818181818181,0.077090909090909,0.08
season-02,e10-Valar Morghulis,0.1072298943948009,0.0731112916328188,0.1169780666125101,0.0519902518277822,0.173842404549147,0.1705930138099106,0.0844841592201462,0.0544272948822095,0.0763606823720552,0.090982940698619
season-02,e2-The Night Lands,0.0862396956246036,0.0558021559923906,0.1496512365250475,0.0475586556753329,0.2054533925174381,0.1490171211160431,0.0678503487634749,0.0551680405833861,0.0938490805326569,0.0894102726696258
season-02,e3-What is Dead May Never Die,0.1112234580384226,0.0839231547017189,0.1112234580384226,0.0394337714863498,0.1557128412537917,0.198179979777553,0.0879676440849342,0.0738119312436804,0.0626895854398382,0.0758341759352881
season-02,e4-Garden of Bones,0.0969316596931659,0.0669456066945606,0.1408647140864714,0.0460251046025104,0.199442119944212,0.1576011157601115,0.0781032078103207,0.0550906555090655,0.0753138075313807,0.0836820083682008
season-02,e5-The Ghost Of Harrenhal,0.0921149594694178,0.0685335298452468,0.1326455416359616,0.0449521002210759,0.1930729550478997,0.1680176860722181,0.0700073691967575,0.0663227708179808,0.0677966101694915,0.0965364775239498
season-02,e6-The Old Gods and the New,0.1068580542264752,0.0741626794258373,0.1259968102073365,0.0398724082934609,0.1682615629984051,0.1889952153110047,0.080542264752791,0.069377990430622,0.0637958532695374,0.0821371610845295
season-02,e7-A Man Without Honor,0.1046348314606741,0.0723314606741573,0.1214887640449438,0.0393258426966292,0.1839887640449438,0.1636235955056179,0.0842696629213483,0.0660112359550561,0.074438202247191,0.0898876404494382
season-02,e8-The Prince of Winterfell,0.1084615384615384,0.07,0.1315384615384615,0.0376923076923076,0.1907692307692307,0.1753846153846154,0.0738461538461538,0.0538461538461538,0.0715384615384615,0.0869230769230769
season-02,e9-Blackwater,0.1210240496508921,0.0923196276183087,0.0977501939487975,0.0488750969743987,0.1768813033359193,0.1807602792862684,0.073700543056633,0.0504266873545384,0.0659425911559348,0.0923196276183087
season-03,e1-Valar Dohaeris,0.0992419021364576,0.0771881461061337,0.1247415575465196,0.0413507925568573,0.19710544452102,0.1585113714679531,0.0771881461061337,0.0599586492074431,0.0771881461061337,0.087525844245348
season-03,e10-Mhysa,0.0906757912745936,0.0504704875962361,0.127459366980325,0.0504704875962361,0.204448246364414,0.1531223267750213,0.0590248075278015,0.058169375534645,0.0889649272882805,0.1171941830624465
season-03,e2-Dark Wings Dark Words,0.1111764705882353,0.0723529411764705,0.1035294117647058,0.0529411764705882,0.178235294117647,0.1747058823529411,0.0858823529411764,0.0605882352941176,0.0776470588235294,0.0829411764705882
season-03,e3-Walk of Punishment,0.0814584949573312,0.0698215671062839,0.1280062063615205,0.0512024825446082,0.1854150504266873,0.1753297129557796,0.0690457719162141,0.0628394103956555,0.0814584949573312,0.095422808378588
season-03,e4-And Now His Watch is Ended,0.11837048424289,0.0930053804765565,0.1060722521137586,0.0461183704842428,0.1629515757109915,0.1790930053804765,0.091468101460415,0.0684089162182936,0.0637970791698693,0.0707148347425057
season-03,e5-Kissed by Fire,0.0982905982905982,0.0733618233618233,0.1196581196581196,0.0562678062678062,0.1901709401709401,0.1588319088319088,0.0705128205128205,0.0569800569800569,0.0897435897435897,0.0861823361823361
season-03,e6-The Climb,0.0896785109983079,0.0634517766497461,0.1277495769881556,0.060067681895093,0.1962774957698815,0.1489001692047377,0.0676818950930626,0.0507614213197969,0.1023688663282571,0.093062605752961
season-03,e7-The Bear and the Maiden Fair,0.1023916292974588,0.0747384155455904,0.124813153961136,0.0373692077727952,0.2017937219730941,0.1539611360239162,0.0732436472346786,0.0553064275037369,0.0837070254110612,0.0926756352765321
season-03,e8-Second Sons,0.0912863070539419,0.0663900414937759,0.1344398340248962,0.0489626556016597,0.2008298755186722,0.1526970954356846,0.0721991701244813,0.0547717842323651,0.0937759336099585,0.0846473029045643
season-03,e9-The Rains of Castamere,0.0898321816386969,0.0533070088845014,0.1362290227048371,0.0493583415597235,0.2142152023692003,0.1530108588351431,0.0799605133267522,0.0582428430404738,0.0829220138203356,0.0829220138203356
season-04,e1-Two Swords,0.1049902786779002,0.0719377835385612,0.1289695398574206,0.0466623460790667,0.187297472456254,0.153596889176928,0.086195722618276,0.0537913156189241,0.0758263123784834,0.0907323395981853
season-04,e10-The Children,0.1061061061061061,0.081081081081081,0.1211211211211211,0.041041041041041,0.1771771771771771,0.1741741741741741,0.061061061061061,0.069069069069069,0.08008008008008,0.0890890890890891
season-04,e2-The Lion and the Rose,0.0849802371541501,0.0638998682476943,0.1225296442687747,0.0553359683794466,0.2154150197628458,0.1357048748353096,0.0678524374176548,0.0586297760210803,0.0981554677206851,0.0974967061923583
season-04,e3-Breaker of Chains,0.0994916485112563,0.0733478576615831,0.1445170660856935,0.0442992011619462,0.1902687000726216,0.1619462599854756,0.0769789397240377,0.0624546114742193,0.0675381263616557,0.0791575889615105
season-04,e4-Oathkeeper,0.075268817204301,0.0569892473118279,0.1473118279569892,0.053763440860215,0.1989247311827957,0.1354838709677419,0.0666666666666666,0.0526881720430107,0.1086021505376344,0.1043010752688172
season-04,e5-First of His Name,0.0996563573883161,0.0910652920962199,0.127147766323024,0.0343642611683848,0.1932989690721649,0.1812714776632302,0.0850515463917525,0.0609965635738831,0.0618556701030927,0.0652920962199312
season-04,e6-The Laws of God and Men,0.103578154425612,0.0847457627118644,0.1252354048964218,0.0480225988700565,0.1770244821092278,0.1666666666666666,0.096045197740113,0.0583804143126177,0.064030131826742,0.0762711864406779
season-04,e7-Mockingbird,0.0964039785768936,0.0612088752869166,0.125478194338179,0.035195103289977,0.1843917368018362,0.1583779648048967,0.1002295332823259,0.0657995409334353,0.0856924254016832,0.0872226472838561
season-04,e8-The Mountain and the Viper,0.1270718232044199,0.0732044198895027,0.1312154696132596,0.0386740331491712,0.180939226519337,0.1698895027624309,0.0870165745856353,0.0538674033149171,0.0580110497237569,0.080110497237569
season-04,e9-The Watchers on the Wall,0.0997782705099778,0.0742793791574279,0.1452328159645232,0.0432372505543237,0.2172949002217294,0.1186252771618625,0.065410199556541,0.0543237250554323,0.0886917960088691,0.0931263858093126
season-05,e1,0.0925747348119575,0.0723240115718418,0.1176470588235294,0.04725168756027,0.1687560270009643,0.159112825458052,0.0916104146576663,0.0607521697203471,0.0810028929604628,0.1089681774349083
season-05,e10,0.0798722044728434,0.0596379126730564,0.1576144834930777,0.0500532481363152,0.2268370607028754,0.1373801916932907,0.0670926517571885,0.0372736954206602,0.0894568690095846,0.0947816826411075
season-05,e2,0.0777537796976241,0.0626349892008639,0.1396688264938805,0.066234701223902,0.2087832973362131,0.1360691144708423,0.0705543556515478,0.0482361411087113,0.0914326853851691,0.0986321094312455
season-05,e3,0.0967492260061919,0.0743034055727554,0.1145510835913312,0.0557275541795665,0.1741486068111455,0.1733746130030959,0.076625386996904,0.0518575851393188,0.0797213622291021,0.1029411764705882
season-05,e4,0.0944162436548223,0.0720812182741116,0.1055837563451776,0.049746192893401,0.1847715736040609,0.1736040609137056,0.0903553299492385,0.048730964467005,0.0771573604060913,0.1035532994923857
season-05,e5,0.0799584631360332,0.0799584631360332,0.1401869158878504,0.0508826583592938,0.2004153686396677,0.1536863966770509,0.0623052959501557,0.0508826583592938,0.0737279335410176,0.1079958463136033
season-05,e6,0.0987415295256534,0.0803484995159729,0.1084220716360116,0.047434656340755,0.1916747337850919,0.1694094869312681,0.079380445304937,0.0542110358180058,0.0813165537270087,0.0890609874152952
season-05,e7,0.115748031496063,0.0732283464566929,0.1440944881889763,0.0440944881889763,0.1818897637795275,0.1543307086614173,0.0724409448818897,0.0433070866141732,0.0629921259842519,0.1078740157480315
season-05,e8,0.1041456016177957,0.0748230535894843,0.1223458038422649,0.0434782608695652,0.1900910010111223,0.1617795753286147,0.063700707785642,0.0556117290192113,0.076845298281092,0.1071789686552072
season-05,e9,0.088868101028999,0.0879326473339569,0.1356407857811038,0.039289055191768,0.1702525724976613,0.1786716557530402,0.0841908325537885,0.0645463049579045,0.069223573433115,0.0813844714686623
season-06,e1,0.0812182741116751,0.0672588832487309,0.1357868020304568,0.0520304568527918,0.1916243654822335,0.166243654822335,0.0697969543147208,0.0507614213197969,0.0837563451776649,0.1015228426395939
season-06,e10,0.0978473581213307,0.0704500978473581,0.1536203522504892,0.0420743639921722,0.1947162426614481,0.1634050880626223,0.0772994129158512,0.047945205479452,0.0694716242661448,0.0831702544031311
season-06,e2,0.0811099252934898,0.0768409818569904,0.1344717182497332,0.0629669156883671,0.1889007470651013,0.1483457844183564,0.0779082177161152,0.0426894343649946,0.0811099252934898,0.1056563500533618
season-06,e3,0.0911823647294589,0.0621242484969939,0.1553106212424849,0.0551102204408817,0.1923847695390781,0.1462925851703407,0.0701402805611222,0.0521042084168336,0.0711422845691382,0.1042084168336673
season-06,e4,0.0973663208300079,0.0622505985634477,0.1500399042298483,0.0502793296089385,0.2202713487629689,0.1356743814844373,0.0670391061452514,0.0422984836392657,0.077414205905826,0.0973663208300079
season-06,e5,0.0863674851820491,0.0541913632514817,0.1422523285351397,0.0601185436071126,0.2015241320914479,0.1380186282811177,0.073666384419983,0.0516511430990685,0.0914479254868755,0.1007620660457239
season-06,e6,0.0941780821917808,0.0770547945205479,0.125,0.0428082191780821,0.1952054794520548,0.1712328767123287,0.086472602739726,0.0607876712328767,0.0650684931506849,0.0821917808219178
season-06,e7,0.0955882352941176,0.0735294117647058,0.1519607843137254,0.0441176470588235,0.2242647058823529,0.159313725490196,0.0575980392156862,0.0514705882352941,0.0649509803921568,0.0772058823529411
season-06,e8,0.1239157372986369,0.0879801734820322,0.1338289962825278,0.0439900867410161,0.1604708798017348,0.1883519206939281,0.0824039653035935,0.0526641883519206,0.0526641883519206,0.0737298636926889
season-06,e9,0.0978915662650602,0.0677710843373494,0.1400602409638554,0.0481927710843373,0.1762048192771084,0.1415662650602409,0.0737951807228915,0.0753012048192771,0.0828313253012048,0.0963855421686747
season-07,e1,0.1130198915009041,0.066003616636528,0.1546112115732369,0.0443037974683544,0.1980108499095841,0.1482820976491862,0.0687160940325497,0.0452079566003616,0.0696202531645569,0.0922242314647378
season-07,e2,0.110091743119266,0.073394495412844,0.1319689484827099,0.0317572335920959,0.2110091743119266,0.1425546930134086,0.0698659139026111,0.0479887085391672,0.0818630910374029,0.0995059985885674
season-07,e3,0.1237942122186495,0.0908360128617363,0.1028938906752411,0.0466237942122186,0.1840836012861736,0.1784565916398713,0.0691318327974276,0.0498392282958199,0.0610932475884244,0.0932475884244373
season-07,e4,0.1136890951276102,0.0556844547563805,0.1461716937354988,0.0452436194895591,0.2088167053364269,0.1496519721577726,0.074245939675174,0.0429234338747099,0.0661252900232018,0.0974477958236658
season-07,e5,0.1074509803921568,0.0737254901960784,0.1356862745098039,0.0447058823529411,0.1811764705882353,0.1796078431372549,0.0690196078431372,0.0509803921568627,0.0737254901960784,0.0839215686274509
season-07,e6,0.1041214750542299,0.071583514099783,0.1475054229934924,0.0520607375271149,0.1887201735357917,0.1605206073752711,0.0867678958785249,0.0412147505422993,0.0694143167028199,0.0780911062906724
season-07,e7,0.1091703056768559,0.0644104803493449,0.1386462882096069,0.0622270742358078,0.2019650655021834,0.1419213973799126,0.0676855895196506,0.046943231441048,0.0786026200873362,0.0884279475982532
season-08,e1,0.1093560145808019,0.0765492102065613,0.1227217496962333,0.0534629404617253,0.1956257594167679,0.1543134872417983,0.071688942891859,0.0473876063183475,0.0680437424058323,0.1008505467800729
season-08,e2,0.0891089108910891,0.0594059405940594,0.135013501350135,0.0567056705670567,0.207020702070207,0.1503150315031503,0.0711071107110711,0.0414041404140414,0.0927092709270927,0.0972097209720972
season-08,e3,0.125,0.0833333333333333,0.0833333333333333,0.0416666666666666,0.1666666666666666,0.2083333333333333,0.125,0.0833333333333333,0.0416666666666666,0.0416666666666666
season-08,e4,0.118042226487524,0.0777351247600767,0.1238003838771593,0.0518234165067178,0.1871401151631478,0.1655470249520153,0.0830134357005758,0.050383877159309,0.0609404990403071,0.0815738963531669
